X	col0_fb1	col0_fb2	col0_leaf1	col0_leaf2	d234_fb1	d234_fb2
AT1G04520	5.28	9.65	1.49	0.95	10.36	12.36
AT1G04523	0	0	0	0	0	0
AT1G04527	0	28.99	20.9	0	30.93	0
AT1G04530	14.86	24.06	20.96	28.42	33.47	37.83
AT1G04533	0	0	0	0	0.21	0
AT1G04537	20.8	21.26	6.51	6.84	27.86	27.67
AT1G04540	11.31	16.96	0.44	0.73	4.1	5.78
AT1G04543	0	0.21	0	0	0.17	0.14
AT1G04547	0	0	0	0	0	0
AT1G04550	8.83	15.52	6.27	8.01	20.68	21.33
AT1G04555	5.49	6.1	6.51	8.1	8.33	10.89
AT1G04557	0	1.03	0	0	0	0.8
AT1G04560	0.16	0	0	0	0	0.11
AT1G04563	0	1.67	0	0	0	0
AT1G04567	0.44	0.42	0	0.49	1.31	0.28
AT1G04570	1.13	1.21	1	0.38	1.59	1.12
AT1G04573	0	0	0	0	0	0
AT1G04577	0	0.9	0	0	0.7	0.61
AT1G04580	0.44	0.96	0	0	1	1.79
AT1G04583	0	0.08	0	0	0	0
AT1G04587	0	1.96	0.7	0	0	0.44
AT1G04590	7.02	12.01	6.24	6.62	16.04	16.75
AT1G04593	0	0	0	0	0	0
AT1G04597	0	0	0	0	0	0
AT1G04600	0.55	0.43	0.05	0.06	0.37	0.47
AT1G04603	0	0	0	0	0	0
AT1G04607	0	0	0	0	0	0
AT1G04610	0.28	0.88	0	0	0.75	0.86
AT1G04613	0	0	0	0	0	0
AT1G04620	5.6	7.08	9.7	5.88	6.17	6.03
AT1G04623	0	0	0	0	0	2.43
AT1G04625	0	0	0	0	0	0
AT1G04630	39.85	61.89	33.64	38.46	81.15	97.31
AT1G04635	3.3	4.75	1.84	2.19	7.57	6.85
AT1G04640	12.64	15.32	36.84	32.89	23.69	24.85
AT1G04643	0	0	0	0	0.12	0.22
AT1G04645	0.96	1.26	0	0	1.97	2.28
AT1G04647	2.15	3.21	3.58	4.39	0.74	0
AT1G04650	0.32	0.56	0.27	0.33	0.64	0.82
AT1G04653	0	0	0	0	0	0
AT1G04657	0	0	0	0	0	0
AT1G04660	1.62	1.42	0.22	0.24	2.51	2.44
AT1G04667	0	0	0	0	0	0
AT1G04670	7.49	9.69	0	0	7.57	15.08
AT1G04673	0	0	0	0	0	0
AT1G04677	0	0	0	0	0	0
AT1G04680	32.58	51.11	22.93	38.5	52.74	60.94
AT1G04683	0	0	0	0	0.55	0
AT1G04687	0	0	0	0	0	0
AT1G04690	36.17	54.64	54.93	50.19	62.52	70.77
AT1G04693	0	0	0	0	0	0
AT1G04697	0	0	0	0.28	0	0.9
AT1G04700	2.07	2.29	0.07	0.16	1.24	1.25
AT1G04703	0	0	0	0	0	0
AT1G04707	0.17	0	0.19	0	0	0
AT1G04710	5.52	7.76	6.71	4.25	7.9	9.67
AT1G04713	2.39	0.51	0	0	3.56	0.56
AT1G04717	0	0	0	0	0	0
AT1G04720	0	0	0	0	0	0
AT1G04723	0	0	0.31	0.33	0	0.36
AT1G04730	1.57	2.47	0.8	1.14	2.06	1.99
AT1G04733	36.4	33.49	13.09	14.49	80.27	90.13
AT1G04737	0	0	0	0	0	0
AT1G04743	0.14	0	0	0	0	0.05
AT1G04747	0	0	0	0	0	0
AT1G04750	50.43	77.47	41.01	42.74	100.45	109.18
AT1G04753	0	0	0	0	0	0
AT1G04760	5.92	9.09	0.78	0.38	10.35	10.16
AT1G04763	0	0	0	0	0	0
AT1G04767	0.06	0	0.31	0	0.02	0.1
AT1G04770	6.61	9.39	4.09	6.25	11.08	14.4
AT1G04773	0	0	0	0	0	0
AT1G04778	0.16	0.33	0	0.41	0.39	0.65
AT1G04780	10.27	13.88	13.69	9.76	14.45	15.3
AT1G04783	0	0	0	0	0	0
AT1G04787	0	0	0	0	0	0.26
AT1G04790	4.99	7.57	5.59	5.49	7.91	9.47
AT1G04793	0	0	0	0	0	0
AT1G04797	0.34	0.67	0.38	0.81	0	0.22
AT1G04800	5.4	8.54	3.19	1.14	5.19	3.25
AT1G04803	0	0	0	0	0.85	0.35
AT1G04807	0.26	0	0	0	0	0
AT1G04810	8.16	10.96	11.07	8.49	11.85	13.18
AT1G04813	0	0	0	0	0	0
AT1G04817	0	0	0	0	0	0
AT1G04820	163.58	218.89	33.27	40.03	214.13	213.39
AT1G04823	0	0	0	0	0	0
AT1G04827	0.17	0.53	0	0.22	0	0.23
AT1G04830	4.68	7.15	6.37	5.27	7.31	9.63
AT1G04833	2.65	2.51	6.67	5.69	2.23	1.5
AT1G04837	5.82	7.02	7.94	4.46	6.64	2.47
AT1G04840	0.89	0.28	0.4	0.72	0.67	0.91
AT1G04847	0	0	0	0	0	0
AT1G04850	23.54	38.41	22.97	23.75	47.92	54.34
AT1G04853	0	0.48	1.07	1.69	0.38	0.65
AT1G04857	0	0	0	0	0	0
AT1G04860	5.14	5.46	6.41	5.06	6.31	7.69
AT1G04863	0	0	0	0	0	0
AT1G04867	0	0	0	0	0	0
AT1G04870	10	19.32	9.6	13.48	21.01	22.02
AT1G04873	0	0	0	0	1.23	5.55
AT1G04877	0	1.85	0	0	2.4	3.32
AT1G04880	4.85	5.69	0	0	4.73	6.4
AT1G04883	0	0	0	0	0	0
AT1G04887	9.44	2.67	0	0	0	0
AT1G04890	1.28	0.83	0	0	0.95	0.91
AT1G04893	0.53	0.51	0.55	1.17	0	0.34
AT1G04895	0	0	0	0	0	0
AT1G04897	0	1.51	0	0	0	0
AT1G04900	3.94	7.32	0.9	2.19	7.95	8.61
AT1G04903	0	0	0	0	0	0.39
AT1G04907	2.55	0	0	0	2.96	0
AT1G04910	5.84	9.13	6.77	6.94	8.91	9.27
AT1G04913	0.76	0	0	0	0	0
AT1G04917	1.03	0.28	0	0.49	0.12	0
AT1G04920	0.79	1.15	0.08	0.18	0.85	1.06
AT1G04923	0	0	0	0	0	0
AT1G04927	0	0	0	0	0	0
AT1G04930	2.18	2.74	1.68	0.74	2.73	3.79
AT1G04933	1.14	0.05	0.92	0	0.65	0
AT1G04937	0	0	0	0	0	0
AT1G04940	34.95	46.17	40.25	36.97	57.5	67.77
AT1G04943	0	0	0	0	0	0
AT1G04945	3.48	4.94	1.72	2.99	5.77	5.55
AT1G04947	0	0	0	0	0	0
AT1G04950	6.23	10.96	7.81	5.08	13.11	12.4
AT1G04953	0.12	0	0	0	0	0
AT1G04957	0	0	0	0	0	0
AT1G04960	5.84	9.68	14.95	12.8	10.54	16.93
AT1G04963	0	0	0	0	0	0
AT1G04967	5.51	3.97	0	0	2.75	3.82
AT1G04970	5.71	8.33	14.23	9.19	11.46	14.13
AT1G04973	0.58	0.39	0.69	0.73	0.46	0.52
AT1G04977	13.81	15.8	2.9	2.86	13.44	16.57
AT1G04980	3.82	5.43	1.03	7.13	5.47	10.41
AT1G04983	0	0	0	0	0	0
AT1G04985	9.14	13.82	16.67	11.81	21.82	22.03
AT1G04987	0	0	0	0	0	0
AT1G04990	7.63	10.62	8.72	5.25	10.35	12.85
AT1G04993	0	0	0	0	0	0
AT1G04997	0	0	0.45	0	0	0
AT1G05000	0.84	1.29	2.42	2.85	1.35	3.25
AT1G05003	0	0	0	0	0	0
AT1G05005	0	0	0	0	0	0
AT1G05007	0	0	0	0	0	0
AT1G05010	6.58	12.34	56.02	22.03	16.24	13.55
AT1G05013	0	0	0	0	0	0
AT1G05017	0	0	0	0	0	0
AT1G05020	1.99	1.82	0.7	0.19	0.88	0.7
AT1G05023	3	2.77	2.21	1.56	1.08	4.21
AT1G05027	0	0.22	0	0	0.17	0.14
AT1G05030	2.36	2.97	5.71	3.31	3.63	3.93
AT1G05033	1.19	1.72	0.62	1.22	0	0.53
AT1G05035	0	0	0	0.55	0	0
AT1G05037	0	0	0	0	0	0
AT1G05040	0.77	1.02	0	0	0.79	1.99
AT1G05043	0	0	0.3	0.32	0.21	0.35
AT1G05047	0.21	0	0	0	0	0
AT1G05053	0	0	0	0	0	0
AT1G05055	6.04	6.5	3.52	4.25	9.2	8.03
AT1G05057	5.3	7.24	0	1.7	4.76	2.27
AT1G05060	6.93	9.96	18.91	13.41	11.73	13.19
AT1G05061	0.3	0.24	0	0	0.19	0.46
AT1G05063	0	0	0	0	0	0
AT1G05065	3.15	4.41	4.42	3.94	7.83	11.65
AT1G05067	0	0	0	0	0	0
AT1G05070	14.74	25.9	18.39	17.59	29.54	33.74
AT1G05073	0	0	0	0	0	0
AT1G05077	0	0	0	0.61	0	0
AT1G05080	0.29	0.1	0	0	0.16	0.33
AT1G05083	0	0	0	0	0	0.27
AT1G05085	0	0	0	0	0	0
AT1G05087	0	0.83	3.02	0.51	1.02	2.52
AT1G05090	4.8	5.57	4.04	2.72	7.6	5.83
AT1G05093	0	0	0	0	0	0
AT1G05097	0	0	0	0	0	0.62
AT1G05100	1.62	1.09	0.12	1.12	1.47	1.61
AT1G05103	0	0	0.85	0	1.71	1.63
AT1G05107	0	0.56	1.02	0.65	0.56	0.71
AT1G05113	0	0	0	0	0	0
AT1G05117	0	0	0	0	0	0
AT1G05120	6.08	8.18	3.39	2.97	8.87	9.03
AT1G05123	0	0	0	0	0.44	0
AT1G05127	0	0	0	0	0	0
AT1G05133	0	0	0	0	0	0
AT1G05135	3.06	3.97	16.04	11.46	4.52	4.2
AT1G05136	0	0	2.32	0	0	0
AT1G05137	0	5.32	0	0	2.16	0
AT1G05140	14.72	22.93	36.94	32.89	23.9	25.53
AT1G05143	1.65	3.02	0	3.36	1.17	5.62
AT1G05147	0	0	0	0	0.2	0.23
AT1G05150	6.69	9.7	5.38	3.86	12.12	14.61
AT1G05153	0	1.34	0	0	1.57	2.36
AT1G05157	0	0.27	0	0.34	0.21	0.18
AT1G05160	2.97	4.75	2.61	2.49	5.29	5.21
AT1G05163	21.91	12.13	4.87	3.07	11.35	4.89
AT1G05167	0	0.13	0	0	0	0.09
AT1G05170	1.94	3.05	2.74	2.91	2.55	3.71
AT1G05173	0	0	0	0	0.84	0.65
AT1G05177	0	0	0	0	0	0
AT1G05180	7.53	11.18	8.5	8.14	12.54	13.5
AT1G05183	3.17	5.53	1.05	0	6.66	4.23
AT1G05187	0.46	0.89	0.49	0	0	0
AT1G05190	147.71	195.02	294.9	204.01	269.03	297.19
AT1G05193	0	0	0	0	0	0
AT1G05197	0	0	0	0	0	0
AT1G05200	3.39	3.14	4.61	4.68	2.56	3.1
AT1G05203	0	0.73	0	0.48	0	0.73
AT1G05205	26.64	40.69	9.65	13.14	66.39	69.2
AT1G05207	5.25	9.3	26.25	28.29	7.92	10.44
AT1G05210	9.03	15.68	2.36	4.78	22.91	23.22
AT1G05213	0	0.35	0.34	0.27	0.38	0.73
AT1G05217	0	0	0	0	0	0
AT1G05220	0	0.6	0	0.25	0.16	0
AT1G05223	0	0	0	0	0	0
AT1G05227	0	0	0	0	0	0
AT1G05230	2.15	4.01	3.36	3.55	3.17	4.13
AT1G05233	0	0	0	0	0	0
AT1G05237	0	0	0	0	0	0
AT1G05240	0	0.05	0.19	0	0.08	0.13
AT1G05243	0	0.51	0	0	0	0
AT1G05247	122.74	195.89	25.79	16.68	126.98	91.33
AT1G05250	0.08	0	0	0	0	0
AT1G05253	0	0	0	0	0	0
AT1G05257	0	3.34	4.36	2.61	0	0
AT1G05260	0.72	1.71	0.13	0	1.59	1.87
AT1G05263	0	0	0	0	0	0
AT1G05267	0.49	0.41	0	0.71	0	0
AT1G05270	8.06	10.43	12.14	9.08	11.54	15.3
AT1G05273	34.45	18.85	11.04	9.49	49.93	37.67
AT1G05277	0.39	1.38	1.14	1.45	1.84	1.28
AT1G05280	0	0.07	0	0	0.05	0.04
AT1G05283	0	0	0	0	0	0
AT1G05287	0	0.61	0	0	0.12	0.8
AT1G05290	1.39	1.56	0	0	0.75	1.17
AT1G05291	0	0.79	0	0	0	0.13
AT1G05293	0	0	0	0	0.54	0
AT1G05297	0	0	0	0.61	0.82	1.76
AT1G05300	0.57	0.68	7.45	6.15	0.63	1.04
AT1G05303	0	0	0	0	0	0
AT1G05307	0	0	0	0	0	0
AT1G05310	0	0.18	1.3	0.46	0.14	0.3
AT1G05313	0	0	0	0	0	0
AT1G05317	0	0	0	0	0.2	0.17
AT1G05320	3.13	5.28	5.2	3.11	6.39	6.97
AT1G05323	0	0	0	0	0	0
AT1G05327	0	0	0	0	0	0
AT1G05330	2.28	2.1	0	0	1.48	0.69
AT1G05333	3.32	0	0	0.01	0	3.24
AT1G05337	0	0	0	0	0	0
AT1G05340	1.75	2.68	3.33	9.71	4.75	12.71
AT1G05343	0	0	0	0	0	0
AT1G05347	1.14	1.93	2.9	0.44	1.58	2.72
AT1G05350	6.83	11.15	5.43	6.61	11.25	13.51
AT1G05353	0	0.73	0	0.11	0	0
AT1G05357	0	0	0	0	0	0
AT1G05360	5.56	8.24	2.38	2.17	8.77	9.98
AT1G05363	0	0	0	0	0	0.62
AT1G05367	0	0	0	0	0	0
AT1G05370	0.73	0.99	0.45	0	1.13	0.89
AT1G05373	0	0	0	0	0	0
AT1G05377	0	0	0	0	0	0
AT1G05380	6.51	8.12	5.42	4.86	6.48	7.94
AT1G05383	0	0	0	0	0	0
AT1G05385	16.61	25.93	39.89	22.97	32.73	34.33
AT1G05387	0	0	0	0	0	0
AT1G05390	0	0	0	0	0	0
AT1G05397	0	0.73	0	0	0.57	1.12
AT1G05400	0.55	0.28	0.5	0.53	1.01	0.89
AT1G05407	0	0	0	0	0	0
AT1G05410	6.4	9.43	3.63	2.44	10.68	12.72
AT1G05413	0	0	0	0	0	0
AT1G05417	29.15	22.94	15.93	11.73	49.08	47.56
AT1G05420	8.61	13.94	0.31	0.18	15.58	16.26
AT1G05423	0	5.1	0	0.15	18.3	0
AT1G05427	0	5.16	0	0	0	2.92
AT1G05430	10.46	13.99	12.99	11.04	21.58	23.03
AT1G05433	0	0	0	56.31	0	17.92
AT1G05440	2.55	4.79	0	0	4.82	5.71
AT1G05443	0	0	0	0	0	0.36
AT1G05447	0	0	0	0.6	0	0
AT1G05450	1.09	7.58	0	0.79	2.66	2.91
AT1G05453	0	0	0.62	0	0	0
AT1G05460	3.05	3.98	1.57	1.48	4.95	4.91
AT1G05463	0	0	0	0	2.01	0
AT1G05467	3.33	9.11	6.04	7.46	7.11	6.38
AT1G05470	2.63	3.39	2.14	1.25	4.57	4.44
AT1G05473	0	0	0	0	0	0
AT1G05477	0	0	0	0	0	0
AT1G05483	0	0	0	0	0	0
AT1G05487	0	0	0	0	0	0
AT1G05490	3.86	6.72	0	0	5.68	8.06
AT1G05493	0.97	0.81	0.9	0	0.64	0.53
AT1G05497	0	0	0	0	0	0.22
AT1G05500	9.29	16.17	11.15	9.07	16.15	18.21
AT1G05503	0	0	0	0	1.17	0.16
AT1G05507	0	0	0	0	0	0
AT1G05510	0.14	0	0	0.17	0	0.09
AT1G05517	0	0.68	0	0	0	0.92
AT1G05520	8.12	10.65	5.24	3.79	8.66	8.92
AT1G05523	4.96	10.36	33.97	58.99	5.82	5.74
AT1G05527	0	0	0.81	0.43	0	0
AT1G05530	0.07	0.16	0	0	0.06	0
AT1G05533	0	0	0	0	0	0
AT1G05537	0	0	0	0	0	0
AT1G05540	6.62	9.31	1.91	1.43	10.76	14.29
AT1G05543	0	0	0	0	0	0
AT1G05547	0	0	0	0	0	0
AT1G05550	16.71	22.64	0.56	0.13	35.5	38.2
AT1G05553	0.97	1.33	2.61	0.64	0.93	0
AT1G05557	0.58	2.31	0	0	2.1	2.37
AT1G05560	9.12	12.63	23.01	11.67	15.43	15.93
AT1G05562	1.34	0.61	0	0	1.72	4.82
AT1G05563	53.93	82.16	119.17	33	25.16	119.94
AT1G05567	0	0	0	0	0	0
AT1G05570	5.28	6.14	3.39	5.53	5.95	7.03
AT1G05575	1.6	0.2	14.58	9.71	1.58	0.53
AT1G05577	0.99	3.04	0.1	0	1.36	2.47
AT1G05580	14.75	25.94	0.21	0.22	4.92	5.33
AT1G05583	0	0	0	0	0	0
AT1G05587	0	0	0	0	0	0
AT1G05590	3.38	5.98	3.39	2.45	5.8	6.44
AT1G05593	0	0	0	0	0	0
AT1G05597	0	0	0	0	0	0
AT1G05600	2.76	3.37	3.12	1.56	2.95	4.45
AT1G05603	0	0	0	0	0	0
AT1G05607	0	0	0	0	0	0
AT1G05610	0	0.25	0	0.1	0.13	0.05
AT1G05613	0	0	0	0	0	0
AT1G05615	0	0	0	0	0	0
AT1G05617	0	0	0	0	0	0
AT1G05620	7.81	14.02	3.34	2.55	11.74	16.57
AT1G05623	0	0	0	0	0	0
AT1G05627	0	0	0	0	0	0
AT1G05630	3.58	4.66	2.29	2.13	4.3	4.09
AT1G05633	0	0	0	0	0	0
AT1G05637	0	0	0	0	0	0
AT1G05640	0.68	2.2	0.46	0.14	2.24	2.27
AT1G05643	0	0	0	0	0	0
AT1G05647	0	0	0	0	0	0
AT1G05650	0	0	0	0	0	0
AT1G05653	0	0	0	0	0	0
AT1G05657	0	0	0	0	0	0
AT1G05660	0	0	0	0	0	0
AT1G05663	0	0	0	0	0	0
AT1G05667	0	0	0	0	0	0
AT1G05670	0.39	1.24	0.84	0.48	0.88	1.1
AT1G05673	0	0	0	0	0	0
AT1G05675	0.25	0.71	8.72	2.67	0.21	0
AT1G05680	6.16	7.07	0.35	0.47	5.58	8.75
AT1G05683	0	0	0	0	0	0
AT1G05687	0	0	0	0	0.22	0.52
AT1G05690	1.33	0.87	1.91	1.01	1.67	2.02
AT1G05693	0	0	0	0	0	0
AT1G05697	0	0	0	0	0	0
AT1G05700	0	0.04	0	0	0	0.09
AT1G05703	0	0	0.4	0	0	0
AT1G05707	0	0	0	0	0	0.22
AT1G05710	14.65	21.49	1.34	9.05	29.56	32.36
AT1G05713	0	0	0	0	0	0.77
AT1G05717	0	0	0	0	0	0
AT1G05720	35.1	55.87	23.21	30.5	77.43	87.88
AT1G05723	0	0	0	0.96	0	1.19
AT1G05727	0	0	0.86	0	0	0
AT1G05730	2.61	2.52	0.25	0.41	4.29	4.73
AT1G05733	0	0.83	0	0	2.73	1.2
AT1G05737	0	0	0	0	0	0
AT1G05740	0	0	0	0.36	0	0.19
AT1G05747	0	0	0	0	0	0
AT1G05750	1.56	1.89	1.26	1.5	2.25	2.09
AT1G05753	0	0	0	0	0	0
AT1G05757	0	0	0	0.63	0	0
AT1G05760	0.86	0	0	0	0.31	0.44
AT1G05763	0	0	0	1.62	0.56	0
AT1G05767	0	0.67	0.52	0.59	0	0.73
AT1G05770	0.35	0.72	0.42	0	0.42	0.82
AT1G05773	0.66	1.29	0	1.16	0.25	1.28
AT1G05777	0	0	0	0.97	0.69	0
AT1G05780	4.72	9.54	5.29	6.81	10.99	10.1
AT1G05783	0	0.55	0	0	0.22	0.18
AT1G05785	8.03	12.23	7.22	8.17	12.21	12.98
AT1G05787	0	0.67	0	0	0	0
AT1G05790	3.33	6.29	4.63	3.35	5.25	6.91
AT1G05793	0	0	0	0	0	0
AT1G05797	0	0	0	0	0	0
AT1G05800	0	0	0	0	0	0
AT1G05803	0	0	0	0	0	0
AT1G05805	10.64	13.74	29.86	21.09	20.16	21.03
AT1G05807	0	0	0	0	0	0
AT1G05810	5.16	5.75	5.39	8.22	6.52	7.52
AT1G05813	0	0	0	0	0	0
AT1G05817	0	0	0	0	0	0
AT1G05820	4.05	4.52	0.47	0.23	2.8	1.98
AT1G05823	0	0	0	0	0.69	0.29
AT1G05827	0	0	0	0	0	0
AT1G05830	3.29	4.48	2.72	1.96	4.38	4.96
AT1G05833	0	0	0	0.26	0	0.14
AT1G05835	41.08	67.89	1.71	0.91	143.66	139.34
AT1G05837	0	0	0	1.9	0.11	0.31
AT1G05840	7.62	10.17	14.57	8.25	12.33	16.96
AT1G05843	0.25	1.25	0	0	1.36	0.84
AT1G05847	0	0	0	0	0	0
AT1G05850	180.14	221.31	279.16	234.23	232.27	301.81
AT1G05853	0	4.86	10.37	0.3	4.22	5.73
AT1G05857	0	0	0	0	0	0
AT1G05860	7.29	8.4	5.85	6.09	11.71	13.46
AT1G05863	0	0	0	0	0	0
AT1G05867	0	0	0	0	0	0
AT1G05870	11.31	13.16	2.36	2.47	18.19	18.12
AT1G05873	0	0	0	0	0	0
AT1G05880	0	0	0	0.1	0	0
AT1G05887	0	0	0.91	0	0	0
AT1G05890	9.08	13.06	14.2	8.6	14.63	16.02
AT1G05893	0	0	0	0	0	0
AT1G05894	0.08	0.08	0	0	0.32	0.05
AT1G05897	0	0	0	0	0	0
AT1G05900	2.37	3.76	6.33	5.77	6.17	6.02
AT1G05903	0	0	0	0	0	0
AT1G05907	30.21	47.74	0	0	66.05	67.53
AT1G05910	2.8	4.56	2.26	2.16	4.37	4.75
AT1G05913	0	0.65	0.71	1.53	2.54	2.54
AT1G05917	55.65	66.04	10.66	22.96	202.68	317.4
AT1G05920	0.17	0.27	0	0	0.21	0.41
AT1G05927	20.99	28.26	3.64	10.48	2.29	0.03
AT1G05930	0	0	0	0	0.23	0
AT1G05933	0.2	0	0.24	0.51	0.16	0.27
AT1G05937	0	1	0	0	0	0.33
AT1G05940	13.25	17	24.11	18.23	17.73	16.22
AT1G05943	0	0	0	0.66	0	0
AT1G05947	0	0.37	0	0	0.29	0.24
AT1G05950	1.42	4.41	0.13	0.15	4.41	4.08
AT1G05953	0	0	0	0	0	0
AT1G05957	0	0	0	0	0	0
AT1G05960	7.67	9.31	7.9	4.82	7.93	8.86
AT1G05963	0	0	0	0	0.57	0
AT1G05967	0	0	0	0	0	0
AT1G05970	12.12	19.12	9.74	5.7	28.57	31.11
AT1G05973	0.35	0	0	0	0	0
AT1G05977	0	0	0	0.4	0	0.44
AT1G05980	0	0	0	0	0	0
AT1G05983	0	0	0	0	0	0
AT1G05987	0	0	0.88	0	0.93	0
AT1G05990	0	0	0	0	0.14	0
AT1G05993	19.3	153.17	65.91	0	54.36	195.21
AT1G05997	0	0	0	0	1.55	5.36
AT1G06000	5.55	4.18	3.97	2.21	9.65	17.01
AT1G06002	6.94	13.86	0.35	2.81	8.15	5
AT1G06003	0.02	0	0	0.43	0	0
AT1G06007	0	0	0	0	0	0
AT1G06010	13.37	24.17	4.3	7.97	33.71	35.23
AT1G06013	0	0	0	0	0	0
AT1G06017	0	1.26	0	1.44	0.49	1.7
AT1G06020	0.18	0.38	0	0.24	0.22	0.18
AT1G06023	0	0	0	0	0	0
AT1G06027	0	0	0	0	0	0
AT1G06030	0.51	0.44	0.13	0	0.35	0.72
AT1G06033	8.42	25.91	8.51	15.79	26.8	21.26
AT1G06037	0	0	0	0	0	0
AT1G06040	78.83	113.73	140.77	121.18	180.41	207.45
AT1G06043	0	0	0	0	0	0
AT1G06045	0	0	0	0	0	0
AT1G06047	0	0	0	0	0	0
AT1G06050	2.93	4.64	2.42	2.57	3.41	5.04
AT1G06053	0	0	0	0	0	0
AT1G06057	0	0	0	0	0	0
AT1G06060	9.99	14.44	20.74	13.7	21	25.51
AT1G06063	0	0	0	0	0	0
AT1G06067	0	0	0	0	0	0
AT1G06070	8.04	12.24	5.56	4.09	12.59	13.11
AT1G06073	0	0	0	0	0	0
AT1G06080	12.91	19.38	0	0	13.42	16.56
AT1G06083	4.35	1.16	1.26	2	2.72	6.25
AT1G06087	0	11.21	0	3.38	8.37	7.84
AT1G06090	0	0.17	0	0.07	0	0
AT1G06093	0	0	0	0	0	0
AT1G06097	0	0	0	0	0	0
AT1G06100	0	0.29	0	0	0	0.09
AT1G06103	0	0.89	0	0	0	0
AT1G06110	10.55	18.34	14.72	10.15	19.29	22.23
AT1G06113	0	0	0	0	0.8	0.7
AT1G06117	0	0	0	0	0	0
AT1G06120	0.22	0	0	0	0	0.08
AT1G06123	0	0	0	0	0	0
AT1G06127	0	0	0	0	0	0
AT1G06130	8.69	12.65	15.38	13.65	17.67	22.48
AT1G06133	0	0	0	0	0	0
AT1G06135	0	0	0	0	0	0
AT1G06137	0	0	0	0	0	0
AT1G06140	0.38	0.98	0.42	0.81	0.54	0.3
AT1G06143	0.66	1.53	1	0.97	1.85	2.02
AT1G06147	0	0	0	0	0	0.26
AT1G06148	0	0.13	0	0.09	0.35	0.14
AT1G06150	3.58	4.83	4.3	2.71	5.67	5.75
AT1G06153	0	0	0.82	0.12	0	0
AT1G06157	0	0	0	0	0	0
AT1G06160	0.84	1.13	4.72	8.12	0.29	0.41
AT1G06163	0	0	0	0	0	0.15
AT1G06170	1.62	1.36	0.1	0	3.58	5.75
AT1G06173	0.29	0	0.64	0	0.34	0.5
AT1G06177	0	0	0	0	0.6	0
AT1G06180	3.9	2.65	0.89	1.42	6.22	7.05
AT1G06187	0	0	0	0	0	0
AT1G06190	22.08	30.94	39.6	35.93	42.21	41.52
AT1G06197	0	0	0	0	0	0
AT1G06200	32.78	54.25	45.38	31.76	65.41	77.2
AT1G06203	0	0	0	0	0	0
AT1G06207	1.18	0.56	1.21	1.28	0	2.61
AT1G06210	9.18	17.11	10.06	9.51	18.3	20.93
AT1G06213	0	0	0	0	0	0
AT1G06217	0	0.37	0	0	0	0.25
AT1G06220	12.2	17.46	7.76	9.59	17.77	18.3
AT1G06225	0	0	0	0	0	0
AT1G06227	12.41	27.46	6.83	13.85	31.43	37.71
AT1G06230	9.87	15.79	8.81	7.26	17.26	18.83
AT1G06233	39.4	24.31	0	7.37	63.02	45.38
AT1G06237	41.64	0	0	0	38.68	32.58
AT1G06240	3.65	6.55	6.27	3.62	6.99	7.04
AT1G06243	74.93	90.62	6.06	19	28.74	49.56
AT1G06247	0	0	0	0	0	0
AT1G06250	2.18	3.95	0.21	0.11	6.03	12.07
AT1G06253	3.88	12.91	5.8	7.45	23.9	12.87
AT1G06257	1.04	0	0.71	1.15	0.33	2.3
AT1G06260	4.43	9.08	0.3	0.41	59.44	90.72
AT1G06263	13.48	0	10.17	8.78	32.62	20.21
AT1G06265	8.49	14.13	2.29	1.9	19.01	21.14
AT1G06267	0	0	0	0	15.6	0
AT1G06270	3.17	4.31	0.97	1.13	4.13	4.67
AT1G06273	0	0	0	0	11.49	11.48
AT1G06277	0	0	0	0	0	15.21
AT1G06280	4.51	5.01	0	0	8.54	5.52
AT1G06283	3.88	12.91	5.8	7.45	0	12.87
AT1G06287	0	0.69	0	0.7	0	0.44
AT1G06290	7.48	11.28	13.86	11.34	15.06	18.44
AT1G06293	0	0	0	0	0	0.48
AT1G06297	0	0	0	0	0	0
AT1G06303	0	0	0	0	0	0
AT1G06307	0	0	0	0	0	0
AT1G06310	0.05	0.6	0	0	0.26	0.28
AT1G06313	0	0	0	0	0	0
AT1G06317	0	0	0	0	0	0
AT1G06320	0.22	0.44	0	0	0.3	0.29
AT1G06323	1.08	0	0	0	0.4	0.69
AT1G06327	0	0	0	0	0	0
AT1G06330	0	0.28	0	0	0.13	0.09
AT1G06333	0	0	0	0.41	0	0
AT1G06337	0.57	0	0	0	0.58	0
AT1G06340	0	0.17	0	0	0.4	0.34
AT1G06343	0	0	0	0	0	0
AT1G06347	0	0	0	0	0	0
AT1G06350	19.65	47.14	0	0.14	24.89	41.77
AT1G06353	0	0	0	0	0	0
AT1G06357	0	0	0	0	0	0
AT1G06360	4.99	8.77	0.63	0.27	9.86	10.18
AT1G06363	0	0	0	0	0	0
AT1G06370	1.41	2.47	1.99	0.79	3.76	2.55
AT1G06373	0	0	0	0	0	0
AT1G06377	0	0	0	0	0	0
AT1G06380	4.58	8.96	3.49	2.55	9.15	8.5
AT1G06383	0	0	0	0	0	0
AT1G06387	0	0	0	0	0	0
AT1G06390	28.03	34.27	16.72	19.79	43.18	46.21
AT1G06393	0	0	0	0	0.31	0
AT1G06397	4.22	1.68	3.74	0	0	0
AT1G06400	22.59	34.71	30.09	25.84	45.52	57.63
AT1G06403	0	0	0	0	0	0
AT1G06407	0	0	0	0	0	0.21
